subcatchment,region,subcat_area,grid_index,grid_weight,x,y
SC #1002,BU,101819700.0,194122,0.00011101032364786606,147.05000000000007,-22.399999999999945
SC #1002,BU,101819700.0,194850,0.1652879644457753,146.95000000000005,-22.349999999999937
SC #1002,BU,101819700.0,194851,0.1453411758518809,147.00000000000003,-22.349999999999934
SC #1002,BU,101819700.0,195576,0.09818782711003325,146.9000000000001,-22.29999999999995
SC #1002,BU,101819700.0,195577,0.25526004548889614,146.95000000000005,-22.29999999999995
SC #1002,BU,101819700.0,195578,0.036080076845622255,147.00000000000009,-22.29999999999995
SC #1002,BU,101819700.0,196296,0.09374356336053914,146.90000000000006,-22.24999999999997
SC #1002,BU,101819700.0,196297,0.03384380252156778,146.95000000000005,-22.24999999999997
SC #1003,BU,67068900.0,194847,0.00019351991883506266,146.80000000000004,-22.349999999999937
SC #1003,BU,67068900.0,194848,0.004493056371787131,146.8500000000001,-22.349999999999934
SC #1003,BU,67068900.0,194849,0.01370353933298383,146.90000000000006,-22.349999999999937
SC #1003,BU,67068900.0,195574,0.11020317398226752,146.80000000000007,-22.29999999999995
SC #1003,BU,67068900.0,195575,0.38854508756890926,146.85000000000008,-22.29999999999995
SC #1003,BU,67068900.0,195576,0.2525929617159173,146.9000000000001,-22.29999999999995
SC #1003,BU,67068900.0,196295,0.11251577687282144,146.8500000000001,-22.24999999999997
SC #1003,BU,67068900.0,196296,0.11775288423647859,146.90000000000006,-22.24999999999997
SC #1004,BU,56799900.0,194118,0.04130990851341853,146.8500000000001,-22.39999999999995
SC #1004,BU,56799900.0,194847,0.0847231412047926,146.80000000000004,-22.349999999999937
SC #1004,BU,56799900.0,194848,0.4950857351489733,146.8500000000001,-22.349999999999934
SC #1004,BU,56799900.0,194849,0.26187854600367966,146.90000000000006,-22.349999999999937
SC #1004,BU,56799900.0,194850,0.06627100932642797,146.95000000000005,-22.349999999999937
SC #1004,BU,56799900.0,195574,0.002009599687009501,146.80000000000007,-22.29999999999995
SC #1004,BU,56799900.0,195575,0.017407859467820648,146.85000000000008,-22.29999999999995
SC #1004,BU,56799900.0,195576,0.027950055805396844,146.9000000000001,-22.29999999999995
SC #1004,BU,56799900.0,195577,0.0033641448424809447,146.95000000000005,-22.29999999999995
SC #1005,BU,2273400.0,194849,1.0,146.90000000000006,-22.349999999999937
SC #1006,BU,198475200.0,191163,0.004550193683862135,146.95000000000005,-22.599999999999937
SC #1006,BU,198475200.0,191164,0.07654959742258657,147.00000000000003,-22.59999999999994
SC #1006,BU,198475200.0,191165,0.015446765984851563,147.05000000000007,-22.599999999999937
SC #1006,BU,198475200.0,191907,0.0587171537249716,146.95000000000005,-22.549999999999955
SC #1006,BU,198475200.0,191908,0.14347385540179783,147.00000000000009,-22.549999999999955
SC #1006,BU,198475200.0,191909,0.04860055819273654,147.05000000000007,-22.549999999999955
SC #1006,BU,198475200.0,192650,0.07129404323828535,146.95000000000005,-22.49999999999997
SC #1006,BU,198475200.0,192651,0.14350713631354567,147.00000000000003,-22.499999999999968
SC #1006,BU,198475200.0,192652,0.019979752924300855,147.05000000000007,-22.49999999999997
SC #1006,BU,198475200.0,193386,0.04872282943827391,146.95000000000005,-22.44999999999996
SC #1006,BU,198475200.0,193387,0.12022777698745207,147.00000000000003,-22.449999999999957
SC #1006,BU,198475200.0,193388,0.0002502149052881157,147.05000000000007,-22.44999999999996
SC #1006,BU,198475200.0,194119,0.015520739490609793,146.90000000000006,-22.399999999999945
SC #1006,BU,198475200.0,194120,0.11748534979672288,146.95000000000005,-22.399999999999945
SC #1006,BU,198475200.0,194121,0.04851994353502248,147.00000000000003,-22.39999999999995
SC #1006,BU,198475200.0,194849,0.02723774803329485,146.90000000000006,-22.349999999999937
SC #1006,BU,198475200.0,194850,0.03991634092639775,146.95000000000005,-22.349999999999937
SC #1007,BU,156511800.0,190419,0.06818657667788514,146.95000000000005,-22.649999999999952
